Geneid	Chr	Start	End	Strand	Length	WT3_S11
PFLU_3850	NC_012660.1	4245171	4246412	+	1242	39
PFLU_3851	NC_012660.1	4246461	4247852	-	1392	830
PFLU_3852	NC_012660.1	4247868	4248632	-	765	32
PFLU_3853	NC_012660.1	4248639	4249976	-	1338	24
PFLU_3854	NC_012660.1	4249998	4251044	-	1047	42
PFLU_3855	NC_012660.1	4251052	4251930	-	879	8
PFLU_3856	NC_012660.1	4251930	4252700	-	771	7
PFLU_3857	NC_012660.1	4252700	4253599	-	900	18
PFLU_3858	NC_012660.1	4253715	4255148	-	1434	8
PFLU_3859	NC_012660.1	4255148	4255471	-	324	0
PFLU_3860	NC_012660.1	4255488	4256750	-	1263	30
PFLU_3861	NC_012660.1	4256840	4257412	-	573	18
PFLU_3862	NC_012660.1	4257493	4258419	+	927	141
PFLU_3865	NC_012660.1	4261523	4261864	+	342	10
PFLU_3866	NC_012660.1	4261873	4263543	+	1671	66
PFLU_3867	NC_012660.1	4263543	4264028	+	486	3
PFLU_3868	NC_012660.1	4264028	4264303	+	276	51
PFLU_3868A	NC_012660.1	4264306	4264638	+	333	46
PFLU_3870	NC_012660.1	4264735	4265229	+	495	269
PFLU_3871	NC_012660.1	4265766	4267151	-	1386	341
PFLU_3872	NC_012660.1	4267170	4268867	-	1698	336
PFLU_3873	NC_012660.1	4269111	4269617	+	507	88
PFLU_3874	NC_012660.1	4269617	4270363	+	747	36
PFLU_3875	NC_012660.1	4270523	4272049	-	1527	40
PFLU_3876	NC_012660.1	4272052	4273251	-	1200	123
PFLU_3877	NC_012660.1	4273270	4274718	-	1449	65
PFLU_3878	NC_012660.1	4274718	4275188	-	471	25
PFLU_3879	NC_012660.1	4275335	4279006	-	3672	292
PFLU_3880	NC_012660.1	4279006	4280730	-	1725	126
PFLU_3881	NC_012660.1	4280798	4281445	-	648	280
PFLU_3882	NC_012660.1	4281614	4282423	+	810	159
PFLU_3883	NC_012660.1	4282565	4283893	+	1329	56
PFLU_3884	NC_012660.1	4284020	4285246	-	1227	1831
PFLU_3885	NC_012660.1	4285398	4286330	+	933	128
PFLU_3886	NC_012660.1	4286542	4286931	+	390	26
PFLU_3887	NC_012660.1	4286951	4287847	+	897	70
PFLU_3888	NC_012660.1	4288467	4290101	-	1635	449
PFLU_3889	NC_012660.1	4290242	4291411	+	1170	233
PFLU_3890	NC_012660.1	4291426	4293030	+	1605	345
PFLU_3891	NC_012660.1	4293049	4293852	+	804	66
PFLU_3892	NC_012660.1	4293852	4295774	+	1923	532
PFLU_3893	NC_012660.1	4295777	4296406	-	630	187
PFLU_3894	NC_012660.1	4296537	4296884	+	348	73
PFLU_3895	NC_012660.1	4297320	4298504	+	1185	148
PFLU_3896	NC_012660.1	4298640	4299176	-	537	56
PFLU_3897	NC_012660.1	4299176	4300255	-	1080	245
PFLU_3898	NC_012660.1	4300405	4300926	+	522	43
PFLU_3899	NC_012660.1	4300926	4301660	+	735	170
PFLU_3900	NC_012660.1	4301663	4302637	-	975	72
PFLU_3901	NC_012660.1	4302631	4305015	-	2385	344
PFLU_3902	NC_012660.1	4305060	4305845	-	786	142
PFLU_3903	NC_012660.1	4305874	4306359	-	486	79
PFLU_3904	NC_012660.1	4306365	4306913	-	549	107
PFLU_3905	NC_012660.1	4306926	4307465	-	540	371
PFLU_3906	NC_012660.1	4307462	4307983	-	522	4245
PFLU_3907	NC_012660.1	4308172	4309263	+	1092	31
PFLU_3908	NC_012660.1	4309291	4310595	+	1305	148
PFLU_3909	NC_012660.1	4311550	4312254	-	705	627
PFLU_3910	NC_012660.1	4312358	4313212	-	855	105
PFLU_3911	NC_012660.1	4313324	4314424	+	1101	20
PFLU_3912	NC_012660.1	4314457	4315281	+	825	22
PFLU_3913	NC_012660.1	4315399	4315953	+	555	2119
PFLU_3914	NC_012660.1	4315949	4316830	-	882	72
PFLU_3915	NC_012660.1	4316891	4318927	-	2037	124
PFLU_3916	NC_012660.1	4319140	4320267	+	1128	128
PFLU_3917	NC_012660.1	4320267	4321292	+	1026	1774
PFLU_3918	NC_012660.1	4321617	4322630	+	1014	42
PFLU_3919	NC_012660.1	4322851	4323318	-	468	55
PFLU_3920	NC_012660.1	4323464	4326121	+	2658	94
PFLU_3921	NC_012660.1	4326129	4326908	-	780	682
PFLU_3922	NC_012660.1	4327001	4327897	-	897	102
PFLU_3923	NC_012660.1	4328016	4329218	+	1203	23
PFLU_3924	NC_012660.1	4329171	4329665	-	495	31
PFLU_3925	NC_012660.1	4329793	4331664	-	1872	1151
PFLU_3926	NC_012660.1	4331899	4332168	-	270	618
PFLU_3927	NC_012660.1	4332321	4334714	-	2394	2438
PFLU_3928	NC_012660.1	4334892	4336172	-	1281	4241
PFLU_3929	NC_012660.1	4336288	4336920	-	633	1683
PFLU_3930	NC_012660.1	4337015	4338322	-	1308	1257
PFLU_3931	NC_012660.1	4339481	4340332	+	852	213
PFLU_3932	NC_012660.1	4340543	4341463	+	921	623
PFLU_3933	NC_012660.1	4341534	4342193	-	660	152
PFLU_3934	NC_012660.1	4342359	4342562	+	204	270
PFLU_3935	NC_012660.1	4342565	4342972	-	408	55
PFLU_3936	NC_012660.1	4343169	4346387	+	3219	105
PFLU_3937	NC_012660.1	4346380	4347546	+	1167	27
PFLU_3938	NC_012660.1	4347533	4348948	+	1416	75
PFLU_3939	NC_012660.1	4349180	4349635	+	456	170
PFLU_3940	NC_012660.1	4349747	4351027	-	1281	261
PFLU_3941	NC_012660.1	4351109	4352593	-	1485	407
PFLU_3942	NC_012660.1	4353185	4354621	+	1437	1124
PFLU_3943	NC_012660.1	4354755	4356119	+	1365	550
PFLU_3944	NC_012660.1	4356122	4357393	+	1272	664
PFLU_3945	NC_012660.1	4357520	4358176	-	657	96
PFLU_3946	NC_012660.1	4358254	4358616	+	363	19
PFLU_3947	NC_012660.1	4358623	4359477	+	855	257
PFLU_3948	NC_012660.1	4359644	4360903	+	1260	19
PFLU_3949	NC_012660.1	4361137	4361952	+	816	63
PFLU_3950	NC_012660.1	4361986	4362858	+	873	184
PFLU_3951	NC_012660.1	4362913	4363872	+	960	44
PFLU_3952	NC_012660.1	4363940	4364464	+	525	7
PFLU_3953	NC_012660.1	4364469	4365746	+	1278	58
PFLU_3954	NC_012660.1	4365746	4366642	+	897	42
PFLU_3955	NC_012660.1	4366725	4367873	-	1149	208
PFLU_3956	NC_012660.1	4367873	4369516	-	1644	283
PFLU_3958	NC_012660.1	4369705	4371192	-	1488	34
PFLU_3959	NC_012660.1	4371367	4372170	-	804	45
PFLU_3960	NC_012660.1	4372174	4373415	-	1242	1076
PFLU_3961	NC_012660.1	4373583	4374443	+	861	153
PFLU_3962	NC_012660.1	4374507	4376129	-	1623	572
PFLU_3963	NC_012660.1	4376312	4376791	-	480	310
PFLU_3964	NC_012660.1	4376986	4378218	+	1233	462
PFLU_3965	NC_012660.1	4378262	4379278	+	1017	709
PFLU_3966	NC_012660.1	4379282	4380538	+	1257	2052
PFLU_3967	NC_012660.1	4380545	4381921	+	1377	2173
PFLU_3968	NC_012660.1	4382129	4383145	+	1017	404
PFLU_3969	NC_012660.1	4383224	4384114	-	891	321
PFLU_3970	NC_012660.1	4384385	4385428	+	1044	116
PFLU_3971	NC_012660.1	4385544	4386047	+	504	112
PFLU_3971A	NC_012660.1	4386195	4387136	-	942	650
PFLU_3973	NC_012660.1	4387378	4388214	-	837	48
PFLU_3974	NC_012660.1	4388208	4389425	-	1218	110
PFLU_3975	NC_012660.1	4389539	4390873	-	1335	204
PFLU_3976	NC_012660.1	4390996	4391475	-	480	227
PFLU_3977	NC_012660.1	4391733	4392899	+	1167	28
PFLU_3978	NC_012660.1	4392904	4394871	+	1968	91
PFLU_3979	NC_012660.1	4394867	4396267	+	1401	70
PFLU_3980	NC_012660.1	4396375	4397121	+	747	16
PFLU_3981	NC_012660.1	4397232	4397996	+	765	56
PFLU_3982	NC_012660.1	4398226	4399425	+	1200	124
PFLU_3983	NC_012660.1	4399486	4400343	+	858	16
PFLU_3984	NC_012660.1	4400348	4401355	+	1008	7
PFLU_3985	NC_012660.1	4401355	4402101	+	747	13
PFLU_3986	NC_012660.1	4402104	4402796	+	693	8
PFLU_3987	NC_012660.1	4402813	4404078	+	1266	11
PFLU_3988	NC_012660.1	4404078	4405481	+	1404	40
PFLU_3989	NC_012660.1	4406585	4407445	+	861	9
PFLU_3990	NC_012660.1	4407507	4408508	+	1002	62
PFLU_3991	NC_012660.1	4408511	4409233	-	723	28
PFLU_3992	NC_012660.1	4409374	4410903	-	1530	309
PFLU_3993	NC_012660.1	4410909	4411985	-	1077	312
PFLU_3994	NC_012660.1	4412011	4413000	-	990	96
PFLU_3995	NC_012660.1	4412969	4414474	-	1506	230
PFLU_3996	NC_012660.1	4414541	4415461	-	921	260
PFLU_3997	NC_012660.1	4415777	4416451	+	675	31
PFLU_3998	NC_012660.1	4416451	4417545	+	1095	29
PFLU_3999	NC_012660.1	4417612	4419120	-	1509	4563
PFLU_4000	NC_012660.1	4419237	4420304	-	1068	91
PFLU_4001	NC_012660.1	4420291	4422750	-	2460	119
PFLU_4002	NC_012660.1	4422755	4423420	-	666	81
PFLU_4003	NC_012660.1	4423689	4424366	+	678	12
PFLU_4004	NC_012660.1	4424545	4426197	+	1653	87
PFLU_4005	NC_012660.1	4426200	4427717	+	1518	95
PFLU_4006	NC_012660.1	4427724	4428647	-	924	43
PFLU_4007	NC_012660.1	4428863	4435156	-	6294	217
PFLU_4008	NC_012660.1	4435571	4436362	+	792	100
PFLU_4009	NC_012660.1	4436389	4437816	+	1428	183
PFLU_4010	NC_012660.1	4437976	4438905	-	930	356
PFLU_4011	NC_012660.1	4439196	4439984	-	789	148
PFLU_4012	NC_012660.1	4439984	4440658	-	675	29
PFLU_4013	NC_012660.1	4440790	4441863	+	1074	69
PFLU_4014	NC_012660.1	4441955	4442194	+	240	28
PFLU_4015	NC_012660.1	4442306	4443136	-	831	26
PFLU_4016	NC_012660.1	4443199	4443933	-	735	46
PFLU_4017	NC_012660.1	4443951	4444691	-	741	10
PFLU_4018	NC_012660.1	4444701	4445399	-	699	21
PFLU_4019	NC_012660.1	4445513	4446262	-	750	29
PFLU_4020	NC_012660.1	4446360	4447130	-	771	4
PFLU_4021	NC_012660.1	4447130	4447519	-	390	3
PFLU_4022	NC_012660.1	4447519	4448490	-	972	17
PFLU_4023	NC_012660.1	4448490	4449143	-	654	11
PFLU_4024	NC_012660.1	4449143	4450492	-	1350	11
PFLU_4025	NC_012660.1	4450529	4450939	-	411	17
PFLU_4026	NC_012660.1	4451057	4451959	-	903	12
PFLU_4027	NC_012660.1	4452594	4453799	+	1206	14
PFLU_4028	NC_012660.1	4453812	4455359	+	1548	56
PFLU_4029	NC_012660.1	4455425	4456753	+	1329	28
PFLU_4030	NC_012660.1	4456875	4457729	+	855	134
PFLU_4031	NC_012660.1	4457827	4458651	+	825	10
PFLU_4032	NC_012660.1	4458651	4459478	+	828	39
PFLU_4033	NC_012660.1	4459503	4460888	+	1386	172
PFLU_4034	NC_012660.1	4461018	4461503	-	486	173
PFLU_4035	NC_012660.1	4461552	4462193	-	642	193
PFLU_4036	NC_012660.1	4462245	4463546	-	1302	73
PFLU_4037	NC_012660.1	4463730	4464653	+	924	101
PFLU_4038	NC_012660.1	4465462	4466544	-	1083	60
PFLU_4039	NC_012660.1	4466568	4468025	-	1458	36
PFLU_4040	NC_012660.1	4468146	4469300	-	1155	231
PFLU_4041	NC_012660.1	4469303	4470451	-	1149	108
PFLU_4042	NC_012660.1	4470451	4471827	-	1377	146
PFLU_4043	NC_012660.1	4471812	4472117	-	306	29
PFLU_4044	NC_012660.1	4472117	4473955	-	1839	246
PFLU_4045	NC_012660.1	4473960	4474832	-	873	43
PFLU_4046	NC_012660.1	4474832	4475785	-	954	149
PFLU_4047	NC_012660.1	4475802	4477436	-	1635	168
PFLU_4048	NC_012660.1	4477535	4478806	-	1272	339
PFLU_4049	NC_012660.1	4478832	4479497	-	666	124
PFLU_4050	NC_012660.1	4480762	4481610	+	849	30
PFLU_4051	NC_012660.1	4481637	4482347	+	711	21
PFLU_4052	NC_012660.1	4482355	4483236	-	882	16
PFLU_4053	NC_012660.1	4483332	4484465	+	1134	28
PFLU_4054	NC_012660.1	4484491	4485639	+	1149	13
PFLU_4055	NC_012660.1	4485639	4486481	+	843	57
PFLU_4056	NC_012660.1	4486814	4488274	+	1461	214
PFLU_4057	NC_012660.1	4488495	4488980	-	486	13
PFLU_4058	NC_012660.1	4489168	4490079	+	912	12
PFLU_4059	NC_012660.1	4490079	4490582	+	504	15
PFLU_4060	NC_012660.1	4490593	4491924	-	1332	23
PFLU_4061	NC_012660.1	4492093	4492863	-	771	18
PFLU_4062	NC_012660.1	4492877	4493284	-	408	1
PFLU_4063	NC_012660.1	4493584	4493958	+	375	11
PFLU_4064	NC_012660.1	4494025	4494456	-	432	9
PFLU_4065	NC_012660.1	4494471	4496051	-	1581	24
PFLU_4066	NC_012660.1	4496067	4496987	-	921	9
PFLU_4067	NC_012660.1	4497009	4497779	-	771	21
PFLU_4068	NC_012660.1	4497775	4498764	-	990	17
PFLU_4069	NC_012660.1	4498757	4501153	-	2397	126
PFLU_4070	NC_012660.1	4502342	4504561	-	2220	46
PFLU_4071	NC_012660.1	4504561	4505082	-	522	2
PFLU_4072	NC_012660.1	4505082	4505690	-	609	20
PFLU_4073	NC_012660.1	4505668	4506684	-	1017	27
PFLU_4074	NC_012660.1	4506684	4507406	-	723	7
PFLU_4075	NC_012660.1	4507406	4508032	-	627	6
PFLU_4076	NC_012660.1	4508032	4508391	-	360	1
PFLU_4077	NC_012660.1	4508391	4508819	-	429	0
PFLU_4078	NC_012660.1	4508832	4509254	-	423	6
PFLU_4079	NC_012660.1	4509278	4510477	-	1200	59
PFLU_4080	NC_012660.1	4510477	4512204	-	1728	34
PFLU_4081	NC_012660.1	4512363	4512638	-	276	171
PFLU_4082	NC_012660.1	4513062	4515839	+	2778	61
PFLU_4083	NC_012660.1	4515917	4516534	-	618	237
PFLU_4084	NC_012660.1	4516600	4517637	-	1038	111
PFLU_4085	NC_012660.1	4517848	4520037	+	2190	97
PFLU_4086	NC_012660.1	4520043	4521371	+	1329	31
PFLU_4087	NC_012660.1	4521371	4522300	+	930	31
PFLU_4088	NC_012660.1	4522420	4523208	-	789	17
PFLU_4089	NC_012660.1	4523216	4524181	-	966	5
PFLU_4090	NC_012660.1	4524181	4525167	-	987	7
PFLU_4091	NC_012660.1	4525173	4526090	-	918	29
PFLU_4093	NC_012660.1	4526636	4529038	-	2403	272
PFLU_4094	NC_012660.1	4529133	4529612	-	480	33
PFLU_4095	NC_012660.1	4529734	4531131	+	1398	62
PFLU_4096	NC_012660.1	4531144	4532751	-	1608	83
PFLU_4097	NC_012660.1	4532792	4533568	-	777	14
PFLU_4098	NC_012660.1	4533574	4534347	-	774	48
PFLU_4099	NC_012660.1	4534363	4535166	-	804	55
PFLU_4100	NC_012660.1	4535234	4535899	-	666	135
PFLU_4101	NC_012660.1	4536182	4536625	-	444	45
PFLU_4102	NC_012660.1	4536680	4537960	-	1281	67
PFLU_4103	NC_012660.1	4537960	4538670	-	711	116
PFLU_4104	NC_012660.1	4538829	4541192	+	2364	232
PFLU_4105	NC_012660.1	4541405	4542445	+	1041	39
PFLU_4106	NC_012660.1	4542461	4543642	+	1182	46
PFLU_4107	NC_012660.1	4543681	4545123	+	1443	18
PFLU_4108	NC_012660.1	4545353	4546201	+	849	30
PFLU_4109	NC_012660.1	4546208	4547026	+	819	23
PFLU_4110	NC_012660.1	4547051	4548694	+	1644	74
PFLU_4111	NC_012660.1	4548714	4549565	+	852	23
PFLU_4112	NC_012660.1	4549639	4551114	+	1476	101
PFLU_4113	NC_012660.1	4551190	4552185	+	996	96
PFLU_4114	NC_012660.1	4552341	4552820	-	480	203
PFLU_4115	NC_012660.1	4552997	4554043	+	1047	89
PFLU_4116	NC_012660.1	4554279	4555841	+	1563	2017
PFLU_4117	NC_012660.1	4555947	4556645	-	699	36
PFLU_4118	NC_012660.1	4556734	4558125	-	1392	55
PFLU_4119	NC_012660.1	4558125	4561256	-	3132	132
PFLU_4120	NC_012660.1	4561262	4562443	-	1182	103
PFLU_4121	NC_012660.1	4562588	4563970	+	1383	226
PFLU_4122	NC_012660.1	4563977	4564657	+	681	60
PFLU_4122A	NC_012660.1	4565176	4565424	+	249	390
PFLU_4124	NC_012660.1	4565843	4565956	-	114	119
PFLU_4125	NC_012660.1	4566240	4567928	+	1689	216
PFLU_4125A	NC_012660.1	4568020	4568517	+	498	35
PFLU_4126A	NC_012660.1	4569486	4570070	+	585	2154
PFLU_4126B	NC_012660.1	4570040	4570819	+	780	1042
PFLU_4126C	NC_012660.1	4570824	4571288	+	465	364
PFLU_4127	NC_012660.1	4571438	4571908	+	471	67
PFLU_4128	NC_012660.1	4571853	4572359	+	507	15
PFLU_4128A	NC_012660.1	4572638	4572943	+	306	166
PFLU_4128B	NC_012660.1	4573082	4573381	+	300	136
PFLU_4128C	NC_012660.1	4573895	4574143	+	249	184
PFLU_4128D	NC_012660.1	4574740	4575018	+	279	69
PFLU_4131	NC_012660.1	4576418	4576948	-	531	14
PFLU_4132	NC_012660.1	4577052	4579037	-	1986	159
PFLU_4135	NC_012660.1	4581016	4581612	-	597	10
PFLU_4138	NC_012660.1	4582493	4582987	-	495	33
PFLU_4139	NC_012660.1	4583166	4583501	-	336	31
PFLU_4141	NC_012660.1	4584373	4584726	-	354	1247
PFLU_4142	NC_012660.1	4584710	4585009	-	300	6852
PFLU_4143	NC_012660.1	4585016	4587391	-	2376	409
PFLU_4144	NC_012660.1	4587421	4588434	-	1014	131
PFLU_4145	NC_012660.1	4588547	4588900	-	354	951
PFLU_4146	NC_012660.1	4588934	4589125	-	192	450
PFLU_4147	NC_012660.1	4589189	4589737	-	549	1286
PFLU_4148	NC_012660.1	4589740	4591659	-	1920	1251
PFLU_4149	NC_012660.1	4592027	4592338	+	312	268
PFLU_4150	NC_012660.1	4592631	4592840	+	210	5403
PFLU_4151	NC_012660.1	4592920	4593237	-	318	130
PFLU_4152	NC_012660.1	4593385	4593690	-	306	50
PFLU_4153	NC_012660.1	4593862	4594071	+	210	132
PFLU_4154	NC_012660.1	4594111	4595136	-	1026	342
PFLU_4155	NC_012660.1	4595165	4595566	-	402	30
PFLU_4156	NC_012660.1	4595566	4596480	-	915	132
PFLU_4157	NC_012660.1	4596507	4597526	-	1020	256
PFLU_4158	NC_012660.1	4597533	4598507	-	975	302
PFLU_4159	NC_012660.1	4598507	4600057	-	1551	238
PFLU_4160	NC_012660.1	4600118	4601074	-	957	577
PFLU_4161	NC_012660.1	4601636	4602721	+	1086	83
PFLU_4162	NC_012660.1	4602915	4603163	+	249	6
PFLU_4163	NC_012660.1	4603171	4603857	+	687	50
PFLU_4164	NC_012660.1	4603895	4604311	-	417	90
PFLU_4165	NC_012660.1	4604490	4604711	+	222	187
PFLU_4166	NC_012660.1	4604926	4605174	+	249	63
PFLU_4167	NC_012660.1	4605272	4605562	+	291	29
PFLU_4168	NC_012660.1	4605588	4606277	-	690	39
PFLU_4169	NC_012660.1	4606433	4607248	+	816	45
PFLU_4170	NC_012660.1	4607285	4607608	+	324	5
PFLU_4171	NC_012660.1	4607654	4608322	+	669	49
PFLU_4172	NC_012660.1	4608322	4609725	+	1404	111
PFLU_4173	NC_012660.1	4609852	4610073	+	222	70
PFLU_4174	NC_012660.1	4610095	4610733	-	639	113
PFLU_4175	NC_012660.1	4610744	4611691	-	948	26
PFLU_4176	NC_012660.1	4611691	4612404	-	714	20
PFLU_4177	NC_012660.1	4612745	4613287	+	543	20
PFLU_4178	NC_012660.1	4613475	4614902	+	1428	53
PFLU_4179	NC_012660.1	4615505	4616785	+	1281	912
PFLU_4181	NC_012660.1	4617462	4618238	-	777	469
PFLU_4182	NC_012660.1	4618238	4619446	-	1209	870
PFLU_4183	NC_012660.1	4619515	4621017	-	1503	834
PFLU_4184	NC_012660.1	4621062	4621616	-	555	318
PFLU_4186	NC_012660.1	4622523	4623827	-	1305	206
PFLU_4187	NC_012660.1	4623827	4624744	-	918	215
PFLU_4188	NC_012660.1	4624992	4625621	-	630	371
PFLU_4189	NC_012660.1	4625689	4626540	-	852	183
PFLU_4190	NC_012660.1	4626797	4629355	-	2559	922
PFLU_4191	NC_012660.1	4629519	4630544	-	1026	96
PFLU_4192	NC_012660.1	4630767	4631876	-	1110	586
PFLU_4193	NC_012660.1	4631944	4633023	-	1080	3764
PFLU_4194	NC_012660.1	4633080	4633841	-	762	394
PFLU_4195	NC_012660.1	4633991	4634632	-	642	671
PFLU_4196	NC_012660.1	4634646	4636061	-	1416	1131
PFLU_4197	NC_012660.1	4636202	4637089	+	888	111
PFLU_4198	NC_012660.1	4637152	4640451	+	3300	1129
PFLU_4199	NC_012660.1	4640454	4642385	-	1932	253
PFLU_4200	NC_012660.1	4642458	4643267	-	810	29
PFLU_4201	NC_012660.1	4643488	4645071	-	1584	35
PFLU_4202	NC_012660.1	4645629	4646603	-	975	153
PFLU_4203	NC_012660.1	4646662	4647093	-	432	201
PFLU_4204	NC_012660.1	4647137	4647970	-	834	529
PFLU_4205	NC_012660.1	4647985	4648524	-	540	2094
PFLU_4207	NC_012660.1	4649363	4650841	-	1479	553
PFLU_4208	NC_012660.1	4651041	4653053	-	2013	522
PFLU_4209	NC_012660.1	4653397	4654590	+	1194	238
PFLU_4211	NC_012660.1	4655130	4656011	-	882	1451
PFLU_4212	NC_012660.1	4656103	4657491	+	1389	64
PFLU_4213	NC_012660.1	4657600	4658520	-	921	55
PFLU_4214	NC_012660.1	4658633	4659829	+	1197	55
PFLU_4215	NC_012660.1	4659839	4660141	-	303	65
PFLU_4216	NC_012660.1	4660159	4661217	-	1059	274
PFLU_4217	NC_012660.1	4661346	4662272	+	927	303
PFLU_4218	NC_012660.1	4662735	4663175	-	441	26
PFLU_4219	NC_012660.1	4663590	4664597	+	1008	41
PFLU_4220	NC_012660.1	4664597	4665598	+	1002	13
PFLU_4221	NC_012660.1	4665598	4666359	+	762	14
PFLU_4222	NC_012660.1	4666561	4667055	-	495	24
PFLU_4223	NC_012660.1	4667103	4667921	+	819	101
PFLU_4224	NC_012660.1	4668116	4669042	-	927	253
PFLU_4225	NC_012660.1	4669042	4669479	-	438	136
PFLU_4226	NC_012660.1	4669590	4670285	+	696	269
PFLU_4227	NC_012660.1	4670292	4670522	-	231	2
PFLU_4228	NC_012660.1	4670632	4671570	-	939	266
PFLU_4229	NC_012660.1	4671699	4672127	+	429	9
PFLU_4230	NC_012660.1	4672133	4672555	+	423	14
PFLU_4231	NC_012660.1	4672644	4673630	+	987	105
PFLU_4233	NC_012660.1	4675231	4676151	-	921	97
PFLU_4234	NC_012660.1	4676809	4678320	+	1512	78
PFLU_4235	NC_012660.1	4678355	4679035	+	681	24
PFLU_4236	NC_012660.1	4679277	4680179	-	903	199
PFLU_4237	NC_012660.1	4680279	4681049	+	771	35
PFLU_4238	NC_012660.1	4681070	4681468	+	399	50
PFLU_4239	NC_012660.1	4681468	4682442	+	975	104
PFLU_4240	NC_012660.1	4682680	4683108	-	429	26
PFLU_4241	NC_012660.1	4683517	4683927	-	411	15
PFLU_4242	NC_012660.1	4684349	4685929	-	1581	79
PFLU_4243	NC_012660.1	4686356	4687039	-	684	29
PFLU_4244	NC_012660.1	4687185	4687424	+	240	4
PFLU_4245	NC_012660.1	4687397	4687999	+	603	6
PFLU_4246	NC_012660.1	4688020	4688625	-	606	23
PFLU_4247	NC_012660.1	4688738	4689598	+	861	181
PFLU_4248	NC_012660.1	4689643	4690335	+	693	23
PFLU_4249	NC_012660.1	4690433	4690810	+	378	32
PFLU_4250	NC_012660.1	4690800	4691516	-	717	25
PFLU_4251	NC_012660.1	4691665	4692909	+	1245	122
PFLU_4252	NC_012660.1	4693177	4693899	-	723	360
PFLU_4253	NC_012660.1	4694030	4694653	-	624	102
PFLU_4254	NC_012660.1	4694792	4696531	-	1740	60
PFLU_4255	NC_012660.1	4697629	4698084	-	456	11
PFLU_4256	NC_012660.1	4698511	4699665	+	1155	146
PFLU_4257	NC_012660.1	4699675	4701729	-	2055	424
PFLU_4258	NC_012660.1	4702135	4702827	-	693	42
PFLU_4259	NC_012660.1	4702827	4703543	-	717	75
PFLU_4260	NC_012660.1	4703869	4705224	+	1356	151
PFLU_4261	NC_012660.1	4705247	4706569	+	1323	55
PFLU_4262	NC_012660.1	4706677	4706904	-	228	124
PFLU_4263	NC_012660.1	4707117	4708073	-	957	12
PFLU_4264	NC_012660.1	4708282	4709520	+	1239	57
PFLU_4265	NC_012660.1	4709566	4710714	-	1149	101
PFLU_4266	NC_012660.1	4710714	4711385	-	672	16
PFLU_4267	NC_012660.1	4711398	4712126	-	729	3
PFLU_4268	NC_012660.1	4712184	4713011	-	828	22
PFLU_4269	NC_012660.1	4713055	4713924	-	870	72
PFLU_4270	NC_012660.1	4713955	4715469	-	1515	17
PFLU_4271	NC_012660.1	4715662	4716648	-	987	13
PFLU_4272	NC_012660.1	4716831	4717250	+	420	12
PFLU_4273	NC_012660.1	4717250	4718227	+	978	21
PFLU_4274	NC_012660.1	4718244	4718681	+	438	3
PFLU_4275	NC_012660.1	4718778	4720028	+	1251	18
PFLU_4276	NC_012660.1	4720447	4722465	+	2019	31
PFLU_4277	NC_012660.1	4722558	4723070	-	513	58
PFLU_4278	NC_012660.1	4723197	4724234	+	1038	22
PFLU_4280	NC_012660.1	4724523	4725731	-	1209	112
PFLU_4281	NC_012660.1	4726005	4727270	+	1266	24
PFLU_4282	NC_012660.1	4727227	4728021	-	795	5
PFLU_4283	NC_012660.1	4728179	4729237	+	1059	49
PFLU_4284	NC_012660.1	4729240	4730256	-	1017	46
PFLU_4285	NC_012660.1	4730268	4731725	-	1458	87
PFLU_4286	NC_012660.1	4731725	4732156	-	432	104
PFLU_4287	NC_012660.1	4732221	4733429	-	1209	124
PFLU_4288	NC_012660.1	4733551	4734213	+	663	145
PFLU_4290	NC_012660.1	4734366	4734665	-	300	34
PFLU_4291	NC_012660.1	4734681	4735574	-	894	28
PFLU_4292	NC_012660.1	4735697	4736359	+	663	14
PFLU_4293	NC_012660.1	4736359	4737561	+	1203	38
PFLU_4294	NC_012660.1	4737660	4738952	+	1293	280
PFLU_4295	NC_012660.1	4739182	4739637	-	456	309
PFLU_4297	NC_012660.1	4740424	4740801	-	378	161
PFLU_4300	NC_012660.1	4741734	4741925	-	192	50
PFLU_4301	NC_012660.1	4742056	4742439	-	384	223
PFLU_4304	NC_012660.1	4746057	4746950	-	894	21
PFLU_4305	NC_012660.1	4747036	4748190	+	1155	74
PFLU_4306	NC_012660.1	4748475	4749419	+	945	2897
PFLU_4307	NC_012660.1	4749483	4750280	-	798	404
PFLU_4308	NC_012660.1	4750330	4752789	-	2460	2245
PFLU_4309	NC_012660.1	4752864	4754663	-	1800	5437
PFLU_4310	NC_012660.1	4754659	4755258	-	600	294
PFLU_4311	NC_012660.1	4755298	4756236	-	939	340
PFLU_4312	NC_012660.1	4756427	4756717	-	291	99
PFLU_4313	NC_012660.1	4756727	4757242	-	516	197
PFLU_4314	NC_012660.1	4757427	4758815	+	1389	368
PFLU_4315	NC_012660.1	4758823	4759776	-	954	88
PFLU_4316	NC_012660.1	4760045	4761226	-	1182	265
PFLU_4317	NC_012660.1	4761549	4763060	-	1512	2797
PFLU_4318	NC_012660.1	4763218	4765194	+	1977	170
PFLU_4319	NC_012660.1	4765206	4770071	-	4866	282
PFLU_4320	NC_012660.1	4770252	4772021	+	1770	733
PFLU_4321	NC_012660.1	4772028	4773758	+	1731	662
PFLU_4322	NC_012660.1	4773786	4774967	+	1182	188
PFLU_4323	NC_012660.1	4775030	4775254	+	225	28
