Locus Tag,Locus_Tag,Gene Name,Product Description,GO Term
PFLU3221,PFLU_3221,PFLU_3221,putative SyrP-like protein,oxidoreductase activity
PFLU3221,PFLU_3221,PFLU_3221,putative SyrP-like protein,oxidation-reduction process
PFLU3222,PFLU_3222,PFLU_3222,putative non-ribosomal peptide synthetase,catalytic activity
PFLU3223,PFLU_3223,PFLU_3223,putative non-ribosomal peptide synthetase,phosphopantetheine binding
PFLU3223,PFLU_3223,PFLU_3223,putative non-ribosomal peptide synthetase,catalytic activity
PFLU3224,PFLU_3224,PFLU_3224,putative non-ribosomal peptide synthetase,oxidoreductase activity
PFLU3224,PFLU_3224,PFLU_3224,putative non-ribosomal peptide synthetase,oxidation-reduction process
PFLU3224,PFLU_3224,PFLU_3224,putative non-ribosomal peptide synthetase,catalytic activity
PFLU3224,PFLU_3224,PFLU_3224,putative non-ribosomal peptide synthetase,phosphopantetheine binding
PFLU3225,PFLU_3225,PFLU_3225,putative non-ribosomal peptide synthetase,phosphopantetheine binding
PFLU3225,PFLU_3225,PFLU_3225,putative non-ribosomal peptide synthetase,biosynthetic process
PFLU3225,PFLU_3225,PFLU_3225,putative non-ribosomal peptide synthetase,"hydrolase activity, acting on ester bonds"
PFLU3225,PFLU_3225,PFLU_3225,putative non-ribosomal peptide synthetase,catalytic activity
PFLU3226,PFLU_3226,PFLU_3226,ABC transporter ATP-binding protein,ATP binding
PFLU3226,PFLU_3226,PFLU_3226,ABC transporter ATP-binding protein,ATPase activity
PFLU3226,PFLU_3226,PFLU_3226,ABC transporter ATP-binding protein,integral component of membrane
PFLU3226,PFLU_3226,PFLU_3226,ABC transporter ATP-binding protein,ATPase-coupled transmembrane transporter activity
PFLU3226,PFLU_3226,PFLU_3226,ABC transporter ATP-binding protein,transmembrane transport
PFLU3226,PFLU_3226,PFLU_3226,ABC transporter ATP-binding protein,peptide transport
PFLU3226,PFLU_3226,PFLU_3226,ABC transporter ATP-binding protein,peptide transmembrane transporter activity
PFLU3228,PFLU_3228,PFLU_3228,putative membrane transport protein ATP-binding protein,ATP binding
PFLU3228,PFLU_3228,PFLU_3228,putative membrane transport protein ATP-binding protein,integral component of membrane
PFLU3228,PFLU_3228,PFLU_3228,putative membrane transport protein ATP-binding protein,ATPase-coupled transmembrane transporter activity
PFLU3228,PFLU_3228,PFLU_3228,putative membrane transport protein ATP-binding protein,transmembrane transport
PFLU3228,PFLU_3228,PFLU_3228,putative membrane transport protein ATP-binding protein,ATPase activity
PFLU3230,PFLU_3230,PFLU_3230,general secretion pathway protein F/S,type II protein secretion system complex
PFLU3230,PFLU_3230,PFLU_3230,general secretion pathway protein F/S,protein secretion by the type II secretion system
PFLU3231,PFLU_3231,PFLU_3231,general secretion pathway protein E/R,ATP binding
PFLU3231,PFLU_3231,PFLU_3231,general secretion pathway protein E/R,type II protein secretion system complex
PFLU3231,PFLU_3231,PFLU_3231,general secretion pathway protein E/R,protein secretion by the type II secretion system
PFLU3232,PFLU_3232,PFLU_3232,general secretion pathway protein D/Q,protein secretion
PFLU3232,PFLU_3232,PFLU_3232,general secretion pathway protein D/Q,type II protein secretion system complex
PFLU3232,PFLU_3232,PFLU_3232,general secretion pathway protein D/Q,protein secretion by the type II secretion system
PFLU3232,PFLU_3232,PFLU_3232,general secretion pathway protein D/Q,outer membrane
PFLU3233,PFLU_3233,PFLU_3233,putative general secretory pathway protein,protein secretion
PFLU3234,PFLU_3234,PFLU_3234,putative general secretory pathway protein L/Y,Gram-negative-bacterium-type cell wall
PFLU3234,PFLU_3234,PFLU_3234,putative general secretory pathway protein L/Y,type II protein secretion system complex
PFLU3234,PFLU_3234,PFLU_3234,putative general secretory pathway protein L/Y,protein secretion by the type II secretion system
PFLU3235,PFLU_3235,PFLU_3235,general secretion pathway protein K/X,protein secretion
PFLU3235,PFLU_3235,PFLU_3235,general secretion pathway protein K/X,integral component of membrane
PFLU3236,PFLU_3236,PFLU_3236,general secretion pathway protein G/T,type II protein secretion system complex
PFLU3236,PFLU_3236,PFLU_3236,general secretion pathway protein G/T,protein secretion by the type II secretion system
PFLU3237,PFLU_3237,PFLU_3237,general secretory pathway protein I/V,type II protein secretion system complex
PFLU3237,PFLU_3237,PFLU_3237,general secretory pathway protein I/V,protein secretion by the type II secretion system
PFLU3239,PFLU_3239,PFLU_3239,putative general secretory pathway protein H/U,type II protein secretion system complex
PFLU3239,PFLU_3239,PFLU_3239,putative general secretory pathway protein H/U,protein secretion by the type II secretion system
PFLU3240,PFLU_3240,PFLU_3240,putative general secretion pathway protein J/W,type II protein secretion system complex
PFLU3240,PFLU_3240,PFLU_3240,putative general secretion pathway protein J/W,protein secretion by the type II secretion system
PFLU3247,PFLU_3247,PFLU_3247,putative outer membrane adhesin activator protein,protein transport
PFLU3249,PFLU_3249,PFLU_3249,putative radical SAM protein,catalytic activity
PFLU3249,PFLU_3249,PFLU_3249,putative radical SAM protein,iron-sulfur cluster binding
PFLU3250,PFLU_3250,PFLU_3250,hypothetical protein,catalytic activity
PFLU3250,PFLU_3250,PFLU_3250,hypothetical protein,iron-sulfur cluster binding
PFLU3256,PFLU_3256,PFLU_3256,putative cytochrome p450 oxidoreductase,iron ion binding
PFLU3256,PFLU_3256,PFLU_3256,putative cytochrome p450 oxidoreductase,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
PFLU3256,PFLU_3256,PFLU_3256,putative cytochrome p450 oxidoreductase,heme binding
PFLU3256,PFLU_3256,PFLU_3256,putative cytochrome p450 oxidoreductase,oxidation-reduction process
PFLU3257,PFLU_3257,PFLU_3257,putative ArsR family transcriptional regulator,DNA-binding transcription factor activity
PFLU3257,PFLU_3257,PFLU_3257,putative ArsR family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU3258,PFLU_3258,PFLU_3258,putative ABC transport membrane protein,ATP binding
PFLU3258,PFLU_3258,PFLU_3258,putative ABC transport membrane protein,integral component of membrane
PFLU3258,PFLU_3258,PFLU_3258,putative ABC transport membrane protein,ATPase activity
PFLU3258,PFLU_3258,PFLU_3258,putative ABC transport membrane protein,ATPase-coupled transmembrane transporter activity
PFLU3258,PFLU_3258,PFLU_3258,putative ABC transport membrane protein,transmembrane transport
PFLU3260,PFLU_3260,PFLU_3260,LysR family transcriptional regulator,DNA-binding transcription factor activity
PFLU3260,PFLU_3260,PFLU_3260,LysR family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU3261,PFLU_3261,PFLU_3261,putative arginase,metal ion binding
PFLU3263,PFLU_3263,PFLU_3263,putative efflux protein,integral component of membrane
PFLU3263,PFLU_3263,PFLU_3263,putative efflux protein,transmembrane transporter activity
PFLU3263,PFLU_3263,PFLU_3263,putative efflux protein,transmembrane transport
PFLU3263,PFLU_3263,PFLU_3263,putative efflux protein,integral component of plasma membrane
PFLU3264,PFLU_3264,PFLU_3264,Putative MetA-pathway of phenol degradation,
PFLU3265,PFLU_3265,PFLU_3265,AraC family transcriptional regulator,DNA-binding transcription factor activity
PFLU3265,PFLU_3265,PFLU_3265,AraC family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU3265,PFLU_3265,PFLU_3265,AraC family transcriptional regulator,sequence-specific DNA binding
PFLU3265,PFLU_3265,PFLU_3265,AraC family transcriptional regulator,DNA binding
PFLU3267,PFLU_3267,PFLU_3267,homoprotocatechuate degradative operon repressor,DNA-binding transcription factor activity
PFLU3267,PFLU_3267,PFLU_3267,homoprotocatechuate degradative operon repressor,"regulation of transcription, DNA-templated"
PFLU3267,PFLU_3267,PFLU_3267,homoprotocatechuate degradative operon repressor,DNA binding
PFLU3267,PFLU_3267,PFLU_3267,homoprotocatechuate degradative operon repressor,"negative regulation of transcription, DNA-templated"
PFLU3268,PFLU_3268,PFLU_3268,4-hydroxyphenylacetate 3-monooxygenase operon regulatory protein,DNA-binding transcription factor activity
PFLU3268,PFLU_3268,PFLU_3268,4-hydroxyphenylacetate 3-monooxygenase operon regulatory protein,"regulation of transcription, DNA-templated"
PFLU3268,PFLU_3268,PFLU_3268,4-hydroxyphenylacetate 3-monooxygenase operon regulatory protein,sequence-specific DNA binding
PFLU3268,PFLU_3268,PFLU_3268,4-hydroxyphenylacetate 3-monooxygenase operon regulatory protein,DNA binding
PFLU3269,PFLU_3269,PFLU_3269,fumarylacetoacetate (FAA) hydrolase family protein,catalytic activity
PFLU3269,PFLU_3269,PFLU_3269,fumarylacetoacetate (FAA) hydrolase family protein,5-carboxymethyl-2-hydroxymuconate delta-isomerase activity
PFLU3269,PFLU_3269,PFLU_3269,fumarylacetoacetate (FAA) hydrolase family protein,"5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase activity"
PFLU3270,PFLU_3270,PFLU_3270,"putative 5-carboxymethyl-2-oxo-hex-3-ene-1,7-dioate decarboxylase",catalytic activity
PFLU3270,PFLU_3270,PFLU_3270,"putative 5-carboxymethyl-2-oxo-hex-3-ene-1,7-dioate decarboxylase",5-carboxymethyl-2-hydroxymuconate delta-isomerase activity
PFLU3270,PFLU_3270,PFLU_3270,"putative 5-carboxymethyl-2-oxo-hex-3-ene-1,7-dioate decarboxylase","5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase activity"
PFLU3270,PFLU_3270,PFLU_3270,"putative 5-carboxymethyl-2-oxo-hex-3-ene-1,7-dioate decarboxylase",4-hydroxyphenylacetate catabolic process
PFLU3271,PFLU_3271,PFLU_3271,5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase,oxidoreductase activity
PFLU3271,PFLU_3271,PFLU_3271,5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase,oxidation-reduction process
PFLU3271,PFLU_3271,PFLU_3271,5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
PFLU3271,PFLU_3271,PFLU_3271,5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase,5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase activity
PFLU3271,PFLU_3271,PFLU_3271,5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase,4-hydroxyphenylacetate catabolic process
PFLU3272,PFLU_3272,PFLU_3272,"3,4-dihydroxyphenylacetate 2,3-dioxygenase","3,4-dihydroxyphenylacetate 2,3-dioxygenase activity"
PFLU3272,PFLU_3272,PFLU_3272,"3,4-dihydroxyphenylacetate 2,3-dioxygenase",cellular aromatic compound metabolic process
PFLU3272,PFLU_3272,PFLU_3272,"3,4-dihydroxyphenylacetate 2,3-dioxygenase",ferrous iron binding
PFLU3272,PFLU_3272,PFLU_3272,"3,4-dihydroxyphenylacetate 2,3-dioxygenase",oxidoreductase activity
PFLU3273,PFLU_3273,PFLU_3273,6 5-carboxymethyl-2-hydroxymuconate delta-isomerase,5-carboxymethyl-2-hydroxymuconate delta-isomerase activity
PFLU3273,PFLU_3273,PFLU_3273,6 5-carboxymethyl-2-hydroxymuconate delta-isomerase,aromatic compound catabolic process
PFLU3274,PFLU_3274,PFLU_3274,putative permease transmembrane protein,integral component of plasma membrane
PFLU3274,PFLU_3274,PFLU_3274,putative permease transmembrane protein,transmembrane transport
PFLU3275,PFLU_3275,PFLU_3275,"6 2-oxo-hepta-3-ene-1,7-dioic acid hydratase","2-oxo-hept-3-ene-1,7-dioate hydratase activity"
PFLU3275,PFLU_3275,PFLU_3275,"6 2-oxo-hepta-3-ene-1,7-dioic acid hydratase",aromatic compound catabolic process
PFLU3275,PFLU_3275,PFLU_3275,"6 2-oxo-hepta-3-ene-1,7-dioic acid hydratase",catalytic activity
PFLU3276,PFLU_3276,PFLU_3276,"2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase",catalytic activity
PFLU3276,PFLU_3276,PFLU_3276,"2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase",phenylacetate catabolic process
PFLU3276,PFLU_3276,PFLU_3276,"2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase","2,4-dihydroxyhept-2-ene-1,7-dioate aldolase activity"
PFLU3277,PFLU_3277,PFLU_3277,putative homoprotocatechuate degradative operon repressor,DNA-binding transcription factor activity
PFLU3277,PFLU_3277,PFLU_3277,putative homoprotocatechuate degradative operon repressor,"regulation of transcription, DNA-templated"
PFLU3277,PFLU_3277,PFLU_3277,putative homoprotocatechuate degradative operon repressor,DNA binding
PFLU3277,PFLU_3277,PFLU_3277,putative homoprotocatechuate degradative operon repressor,"negative regulation of transcription, DNA-templated"
PFLU3278,PFLU_3278,PFLU_3278,putative oxidoreductase,oxidoreductase activity
PFLU3278,PFLU_3278,PFLU_3278,putative oxidoreductase,oxidation-reduction process
PFLU3280,PFLU_3280,PFLU_3280,GerR family regulatory protein,"regulation of transcription, DNA-templated"
PFLU3280,PFLU_3280,PFLU_3280,GerR family regulatory protein,DNA binding
PFLU3282,PFLU_3282,PFLU_3282,putative short chain dehydrogenase,oxidoreductase activity
PFLU3283,PFLU_3283,PFLU_3283,3-ketoacyl-ACP reductase,oxidoreductase activity
PFLU3284,PFLU_3284,PFLU_3284,TetR family transcriptional regulator,DNA binding
PFLU3285,PFLU_3285,PFLU_3285,DNA-binding transcriptional activator FeaR,DNA-binding transcription factor activity
PFLU3285,PFLU_3285,PFLU_3285,DNA-binding transcriptional activator FeaR,"regulation of transcription, DNA-templated"
PFLU3285,PFLU_3285,PFLU_3285,DNA-binding transcriptional activator FeaR,sequence-specific DNA binding
PFLU3285,PFLU_3285,PFLU_3285,DNA-binding transcriptional activator FeaR,DNA binding
PFLU3287,PFLU_3287,PFLU_3287,putative amino acid permease,membrane
PFLU3287,PFLU_3287,PFLU_3287,putative amino acid permease,transmembrane transporter activity
PFLU3287,PFLU_3287,PFLU_3287,putative amino acid permease,transmembrane transport
PFLU3289,PFLU_3289,PFLU_3289,hypothetical protein,obsolete cofactor binding
PFLU3289,PFLU_3289,PFLU_3289,hypothetical protein,FMN binding
PFLU3290,PFLU_3290,PFLU_3290,putative oxidoreductase,"oxidoreductase activity, acting on the CH-CH group of donors"
PFLU3290,PFLU_3290,PFLU_3290,putative oxidoreductase,oxidation-reduction process
PFLU3290,PFLU_3290,PFLU_3290,putative oxidoreductase,flavin adenine dinucleotide binding
PFLU3291,PFLU_3291,PFLU_3291,putative aldehyde dehydrogenase,oxidoreductase activity
PFLU3291,PFLU_3291,PFLU_3291,putative aldehyde dehydrogenase,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
PFLU3291,PFLU_3291,PFLU_3291,putative aldehyde dehydrogenase,oxidation-reduction process
PFLU3292,PFLU_3292,PFLU_3292,hypothetical protein,catalytic activity
PFLU3292,PFLU_3292,PFLU_3292,hypothetical protein,obsolete coenzyme binding
PFLU3293,PFLU_3293,PFLU_3293,oxidoreductase subunit alpha,oxidoreductase activity
PFLU3293,PFLU_3293,PFLU_3293,oxidoreductase subunit alpha,"2 iron, 2 sulfur cluster binding"
PFLU3293,PFLU_3293,PFLU_3293,oxidoreductase subunit alpha,oxidation-reduction process
PFLU3294,PFLU_3294,PFLU_3294,putative vanillate O-demethylase oxidoreductase,electron transfer activity
PFLU3294,PFLU_3294,PFLU_3294,putative vanillate O-demethylase oxidoreductase,iron-sulfur cluster binding
PFLU3294,PFLU_3294,PFLU_3294,putative vanillate O-demethylase oxidoreductase,oxidoreductase activity
PFLU3294,PFLU_3294,PFLU_3294,putative vanillate O-demethylase oxidoreductase,oxidation-reduction process
PFLU3294,PFLU_3294,PFLU_3294,putative vanillate O-demethylase oxidoreductase,"2 iron, 2 sulfur cluster binding"
PFLU3295,PFLU_3295,PFLU_3295,GntR family transcriptional regulator,DNA-binding transcription factor activity
PFLU3295,PFLU_3295,PFLU_3295,GntR family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU3296,PFLU_3296,PFLU_3296,putative acyl-CoA dehydrogenase oxidoreductase protein,"oxidoreductase activity, acting on the CH-CH group of donors"
PFLU3296,PFLU_3296,PFLU_3296,putative acyl-CoA dehydrogenase oxidoreductase protein,oxidation-reduction process
PFLU3296,PFLU_3296,PFLU_3296,putative acyl-CoA dehydrogenase oxidoreductase protein,flavin adenine dinucleotide binding
PFLU3297,PFLU_3297,PFLU_3297,putative acetyl-CoA acetyltransferase,"transferase activity, transferring acyl groups other than amino-acyl groups"
PFLU3297,PFLU_3297,PFLU_3297,putative acetyl-CoA acetyltransferase,catalytic activity
PFLU3298,PFLU_3298,PFLU_3298,feruloyl-CoA synthase,catalytic activity
PFLU3299,PFLU_3299,PFLU_3299,aldehyde dehydrogenase family protein,oxidoreductase activity
PFLU3299,PFLU_3299,PFLU_3299,aldehyde dehydrogenase family protein,oxidation-reduction process
PFLU3299,PFLU_3299,PFLU_3299,aldehyde dehydrogenase family protein,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
PFLU3300,PFLU_3300,PFLU_3300,p-hydroxycinnamoyl CoA hydratase/lyase,catalytic activity
PFLU3301,PFLU_3301,PFLU_3301,putative MarR family regulatory protein,DNA-binding transcription factor activity
PFLU3301,PFLU_3301,PFLU_3301,putative MarR family regulatory protein,"regulation of transcription, DNA-templated"
PFLU3302,PFLU_3302,PFLU_3302,putative family S43 non-peptidase protein,integral component of membrane
PFLU3303,PFLU_3303,PFLU_3303,putative 3-hydroxyphenylpropionic transporter MhpT,integral component of membrane
PFLU3303,PFLU_3303,PFLU_3303,putative 3-hydroxyphenylpropionic transporter MhpT,transmembrane transporter activity
